,index,Textstelle,Metapher,Metaphernkandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,sentence_id
33,33," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. ",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch hervorragender Mut, der ohne Zweifel in hohem Maße von den angeborenen psychsischen Eigenschaften abhängt, kommt bei der Wirkung der heutigen Feuerwaffen eher den Mitkämpfenden zugute als denen, die sich besonders kühn den feindlichen Kugeln aussetzen. ",de,33
34,34," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Auch läßt er die Frage nicht unbeantwortet, auf welche Weise überhaupt Änderungen der Keime entstehen konnten, und wie sich ihre Zahl ins Endlose vermehren mußte.",de,34
35,35, Auch unter der (praktisch unannehmbaren) Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche kommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Auch unter der (praktisch unannehmbaren) Voraussetzung allgemein gleichen Einkommens und gleicher Rechte würden z. B. immer noch die geschlechtliche kommens und gleicher Rechte würden z. B. immer noch die geschlechtliche Liebe und das Bedürfnis nach Anerkennung bei den Lebensgenossen als mächtige Sporen für die Betätigung der gegebenen Kräfte übrig bleiben.,de,35
36,36," Bei Beobachtung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen."" tung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen.""",9,0,0,Metapher,"['das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', 'das Horoskop stellen', nan]","['einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', 'einer Nation', nan]","['B', 'A', 'P', 'B', 'A', 'P', 'K', 'K', 'GoldStandard']"," Bei Beobachtung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen."" tung solchen moralischen Wertes kann man das Horoskop einer Nation am besten stellen.""",de,36
37,37," Bei Matthäus ist er ziemlich wörtlich abgeschrieben, nur hin und wieder sind bereits kleine Lichter ausgesetzt1). Der Verfasser des Lukastextes hat ihn ebenfalls vor sich gehabt (mittlere Spalte), jedoch ihn mit einer anderen Quelle kontaminiert (erste Spalte, daher die zweimalige Erwähnung des Bechers), besonders aber aus Respekt vor der bereits aufgekommenen Heiligkeit der Jünger ihn gründlich verdorben.",4,1,0,Metapher,"[nan, 'kontaminiert', 'kontaminniert', 'wörtlich abgeschrieben / kleine Lichter ausgesetzt / kontaminiert / gründlich verdorben ', nan]","[nan, 'mit einer anderen Quelle', 'mit einer anderen Quelle', 'er [vermutlich der Text] / er [vermutlich der Text] / mit einer anderen Quelle / ihn [vermutlich der Text]', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Bei Matthäus ist er ziemlich wörtlich abgeschrieben, nur hin und wieder sind bereits kleine Lichter ausgesetzt1). Der Verfasser des Lukastextes hat ihn ebenfalls vor sich gehabt (mittlere Spalte), jedoch ihn mit einer anderen Quelle kontaminiert (erste Spalte, daher die zweimalige Erwähnung des Bechers), besonders aber aus Respekt vor der bereits aufgekommenen Heiligkeit der Jünger ihn gründlich verdorben.",de,37
38,38," Bei den Neugriechen kommt in Betracht, daß sie nur einen sehr kleinen Bruchteil althellenischen „Blutes“ besitzen; die althellenische Rasse war schon zur Zeit der Völkerwanderung ungemein stark zusammengeschmolzen und dürfte seitdem von der sich besonders stark vermehrenden slavischen Rasse fast ganz überwuchert worden sein.",1,3,0,Metaphernkandidat,"[nan, 'überwuchert', nan, nan]","[nan, 'von der sich besonders stark vermehrenden slavischen Rasse', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Bei den Neugriechen kommt in Betracht, daß sie nur einen sehr kleinen Bruchteil althellenischen „Blutes“ besitzen; die althellenische Rasse war schon zur Zeit der Völkerwanderung ungemein stark zusammengeschmolzen und dürfte seitdem von der sich besonders stark vermehrenden slavischen Rasse fast ganz überwuchert worden sein.",de,38
39,39, Bergab geht es bei der generativen Entwicklung allerdings nicht ganz so langsam wie bergauf. tiven Entwicklung allerdings nicht ganz so langsam wie bergauf.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']", Bergab geht es bei der generativen Entwicklung allerdings nicht ganz so langsam wie bergauf. tiven Entwicklung allerdings nicht ganz so langsam wie bergauf.,de,39
40,40," Betreffs der sittlichen Erziehung der Jugend ist darauf hinzuweisen, daß insbesondere das Zentrum und die Partei der Konservativen großes Gewicht auf die religiöse Färbung der Erziehung legen. ",1,3,0,Metaphernkandidat,"['Färbung', nan, nan, nan]","['religiöse/Erziehung', nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Betreffs der sittlichen Erziehung der Jugend ist darauf hinzuweisen, daß insbesondere das Zentrum und die Partei der Konservativen großes Gewicht auf die religiöse Färbung der Erziehung legen. ",de,40
41,41," Bis heute kann man allerdings das dickleibigste hygienische Kompendium oder Sammelwerk zur Hand nehmen, ohne darin auch nur eine Andeutung von dem Bewußtsein entdecken zu können, daß mindestens das Studium der menschlichen Zuchtwahlverhältnisse zu den Aufgaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krank- gaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krankheiten zu befassen hat. heiten zu befassen hat.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Bis heute kann man allerdings das dickleibigste hygienische Kompendium oder Sammelwerk zur Hand nehmen, ohne darin auch nur eine Andeutung von dem Bewußtsein entdecken zu können, daß mindestens das Studium der menschlichen Zuchtwahlverhältnisse zu den Aufgaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krank- gaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krankheiten zu befassen hat. heiten zu befassen hat.",de,41
42,42," Da bei diesen Haustieren Leben und Fortpflanzung nicht mehr von ihrem scharfen Gesicht abhängen, so ist auch hier das Auge von seiner ursprünglichen Höhe herabgesunken.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Da bei diesen Haustieren Leben und Fortpflanzung nicht mehr von ihrem scharfen Gesicht abhängen, so ist auch hier das Auge von seiner ursprünglichen Höhe herabgesunken.",de,42
43,43," Da diese Theorie uns erst den Schlüssel zum Verständnis der Vererbungserscheinungen liefert, und da dieses Verständnis, wie ständnis der Vererbungserscheinungen liefert, und da dieses Verständnis, wie wir sehen werden, auch praktische Bedeutung hat, so muß hier, was es auch koste, der Versuch gemacht werden, eine gemeinverständliche Darstellung der Weismannschen Lehre 1) zu geben, ein Versuch, der fortwährend mit der Schwierigkeit zu kämpfen haben wird, die gebotene Rücksicht auf Kürze mit der nicht minder gebotenen Rücksichtnahme auf Gemeinverständlichkeit zu vereinbaren.",2,2,0,Metaphernkandidat,"['den Schlüssel', 'den Schlüssel zum Verständnis', nan, nan]","['zum Verständnis', 'diese Theorie ... uns liefert', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Da diese Theorie uns erst den Schlüssel zum Verständnis der Vererbungserscheinungen liefert, und da dieses Verständnis, wie ständnis der Vererbungserscheinungen liefert, und da dieses Verständnis, wie wir sehen werden, auch praktische Bedeutung hat, so muß hier, was es auch koste, der Versuch gemacht werden, eine gemeinverständliche Darstellung der Weismannschen Lehre 1) zu geben, ein Versuch, der fortwährend mit der Schwierigkeit zu kämpfen haben wird, die gebotene Rücksicht auf Kürze mit der nicht minder gebotenen Rücksichtnahme auf Gemeinverständlichkeit zu vereinbaren.",de,43
44,44," Da nun bei der Verschmelzung beider Keimzellen gewissermaßen ein Kampf vor sich geht, bei dem je nach dem Maße der Lebens- maßen ein Kampf vor sich geht, bei dem je nach dem Maße der Lebensenergie bald die väterliche, bald die mütterliche Keimzelle stärker ist, so energie bald die väterliche, bald die mütterliche Keimzelle stärker ist, so kommen in dem Kinde dann hauptsächlich die Eigenschaften der stärkeren Zelle zum Vorschein.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'A', 'P', 'K']"," Da nun bei der Verschmelzung beider Keimzellen gewissermaßen ein Kampf vor sich geht, bei dem je nach dem Maße der Lebens- maßen ein Kampf vor sich geht, bei dem je nach dem Maße der Lebensenergie bald die väterliche, bald die mütterliche Keimzelle stärker ist, so energie bald die väterliche, bald die mütterliche Keimzelle stärker ist, so kommen in dem Kinde dann hauptsächlich die Eigenschaften der stärkeren Zelle zum Vorschein.",de,44
45,45," Da nun besonders der studierenden Jugend zu einem sehr großen, wahrscheinlich zum größeren Teil, der kirchlichreligiöse Glaube offenbar nicht erhalten werden kann, und da auch die rein moralische Begründung des Verbotes, sich schon vor der Ehe geschlechtlich zu betätigen, unter der Voraussetzung, daß dadurch niemand geschädigt wird, auf allzuschwachen Füßen steht, so bleibt nur übrig, der mannbar werdenden Jugend die Gefahr mit dem schicklichen Ernst offen darzulegen. Diese Gefahr dürfte dadurch viel von ihrer Stärke verlieren,",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Da nun besonders der studierenden Jugend zu einem sehr großen, wahrscheinlich zum größeren Teil, der kirchlichreligiöse Glaube offenbar nicht erhalten werden kann, und da auch die rein moralische Begründung des Verbotes, sich schon vor der Ehe geschlechtlich zu betätigen, unter der Voraussetzung, daß dadurch niemand geschädigt wird, auf allzuschwachen Füßen steht, so bleibt nur übrig, der mannbar werdenden Jugend die Gefahr mit dem schicklichen Ernst offen darzulegen. Diese Gefahr dürfte dadurch viel von ihrer Stärke verlieren,",de,45
46,46," Dabei ist in Betracht zu ziehen, daß sich dieses Urteil innerhalb gewisser Grenzen nach dem Bedarf an Rekruten richtet2), und der war nach dem Krieg sowohl in Deutschland als in Frankreich außerordentlich groß, da die Reihen derer, die nach dem Friedensschluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg schluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg sich stark gelichtet hatten. ",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Dabei ist in Betracht zu ziehen, daß sich dieses Urteil innerhalb gewisser Grenzen nach dem Bedarf an Rekruten richtet2), und der war nach dem Krieg sowohl in Deutschland als in Frankreich außerordentlich groß, da die Reihen derer, die nach dem Friedensschluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg schluß noch zum Dienst unter der Fahne verpflichtet waren, durch den Krieg sich stark gelichtet hatten. ",de,46
47,47," Damit ist der Boden der Descendenztheorie verlassen und der der Teleologie betreten, und nun geht es unaufhaltsam abwärts ins Bodenlose, zur Konstruktion einer idealen Ethik, Rechts- und Staatsphilosophie.",2,3,0,Metaphernkandidat,"[nan, 'Boden verlassen / betreten', 'der Descendenztheorie, Teleologie', nan, nan]","[nan, 'der Descendenztheorie', 'der Boden', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Damit ist der Boden der Descendenztheorie verlassen und der der Teleologie betreten, und nun geht es unaufhaltsam abwärts ins Bodenlose, zur Konstruktion einer idealen Ethik, Rechts- und Staatsphilosophie.",de,47
48,48," Dana1) nennt den Fortschritt in der tierischen Schöpfung von den älteren zu den jüngeren Formen, der aus den steinernen Urkunden der Geologie sich ergibt, geradezu eine fortschreitende Verhirnung („encephalisation“) der animalischen Struktur.",2,2,0,Metaphernkandidat,"['steinerne Urkunden', 'steinerne', nan, nan]","['der Geologie', 'Urkunden / der Geologie', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Dana1) nennt den Fortschritt in der tierischen Schöpfung von den älteren zu den jüngeren Formen, der aus den steinernen Urkunden der Geologie sich ergibt, geradezu eine fortschreitende Verhirnung („encephalisation“) der animalischen Struktur.",de,48
49,49, Dann hätten wir eben für jeden Augenblick umfassendere Komplexe und die beiden Reihen wären zu einem einzigen psychischen Vorgang verschmolzen.,2,2,0,Metaphernkandidat,"[nan, 'verschmolzen', 'verschmolzen', nan, nan]","[nan, 'Komplexe und beiden Reihen,psychischen Vorgang', 'zu einen einzigen physischen Vorgang', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']", Dann hätten wir eben für jeden Augenblick umfassendere Komplexe und die beiden Reihen wären zu einem einzigen psychischen Vorgang verschmolzen.,de,49
50,50," Das Gebiet positiven Wissens über den Gang der menschlichen Entwickelung beginnt aber erst da, wo uns Ethnologie und Geschichte zur Seite stehen.",1,3,0,Metaphernkandidat,"[nan, 'Gang, zur Seite stehen', nan, nan]","[nan, 'der menschlichen Entwickelung, Ethnologie und Geschichte', nan, nan]","['B', 'A', 'P', 'K']"," Das Gebiet positiven Wissens über den Gang der menschlichen Entwickelung beginnt aber erst da, wo uns Ethnologie und Geschichte zur Seite stehen.",de,50
51,51," Das Gefühl ist ein Zeuge des jeweilig obwaltenden Verhältnisses, aber kein Prophet des zukünftig eintretenden. hältnisses, aber kein Prophet des zukünftig eintretenden.",2,3,0,Metaphernkandidat,"[nan, 'ein Zeuge', 'Zeuge, Prophet', nan, nan]","[nan, 'Das Gefühl', 'das Gefühl ist', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Das Gefühl ist ein Zeuge des jeweilig obwaltenden Verhältnisses, aber kein Prophet des zukünftig eintretenden. hältnisses, aber kein Prophet des zukünftig eintretenden.",de,51
52,52," Das Gesetz des Blühens selbst ist es, was zum Welken führt",1,3,0,Metaphernkandidat,"[nan, nan, 'zum Welken führt', nan]","[nan, nan, 'das Gesetz', nan]","['B', 'K', 'A', 'GoldStandard']"," Das Gesetz des Blühens selbst ist es, was zum Welken führt",de,52
53,53, Das also war das Menschenmaterial für den zu gründenden Staat: Menschenfresser.,0,5,0,Metaphernkandidat,"[nan, nan, nan]","[nan, nan, nan]","['A', 'K', 'GoldStandard']", Das also war das Menschenmaterial für den zu gründenden Staat: Menschenfresser.,de,53
54,54," Das eine ist eine wirtschaftliche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu liche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu nennenswerten Erfolgen führen könnte, wird nicht beliebt, da er noch nie begangen und darum, nur darum, reich an dornigen Schwierigkeiten ist:",3,1,0,Metapher,"[nan, 'dornigen', 'reich an dornigen Schwierigkeiten', nan]","[nan, 'Schwierigkeiten', 'Schwierigkeiten', nan]","['B', 'K', 'A', 'GoldStandard']"," Das eine ist eine wirtschaftliche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu liche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu nennenswerten Erfolgen führen könnte, wird nicht beliebt, da er noch nie begangen und darum, nur darum, reich an dornigen Schwierigkeiten ist:",de,54
55,55," Das fällt schwer in die generative Wagschale, da, wie dargelegt, Kriege aus den höheren Kulturstufen der Auslese eine direkt umgekehrte Richtung geben. stufen der Auslese eine direkt umgekehrte Richtung geben.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Das fällt schwer in die generative Wagschale, da, wie dargelegt, Kriege aus den höheren Kulturstufen der Auslese eine direkt umgekehrte Richtung geben. stufen der Auslese eine direkt umgekehrte Richtung geben.",de,55
